,Y,X,fmax
0,6.082607512567973e-16,0.0,6
1,-0.000618324995573077,0.0024289184169167025,6
2,-0.0012495504677211625,0.004857836833833405,6
3,-0.0018917205925805206,0.007286755250750107,6
4,-0.0025427948511293815,0.00971567366766681,6
5,-0.0032006521512586692,0.012144592084583513,6
6,-0.0038630952228175582,0.014573510501500214,6
7,-0.004527855276101152,0.01700242891841692,6
8,-0.00519259691358708,0.01943134733533362,6
9,-0.0058549232838931015,0.02186026575225032,6
10,-0.006512381466212093,0.024289184169167026,6
11,-0.007162468072891887,0.026718102586083727,6
12,-0.007802635057030148,0.02914702100300043,6
13,-0.008430295711449463,0.03157593941991713,6
14,-0.009042830844806784,0.03400485783683384,6
15,-0.009637595119998892,0.036433776253750536,6
16,-0.010211923539592228,0.03886269467066724,6
17,-0.010763138062512901,0.041291613087583945,6
18,-0.011288554335787529,0.04372053150450064,6
19,-0.011785488524805762,0.04614944992141735,6
20,-0.012251264225192854,0.04857836833833405,6
21,-0.012683219439117252,0.05100728675525075,6
22,-0.013078713598632979,0.053436205172167454,6
23,-0.013435134618432449,0.05586512358908416,6
24,-0.013749905960267898,0.05829404200600086,6
25,-0.01402049369119585,0.06072296042291756,6
26,-0.014244413517742855,0.06315187883983427,6
27,-0.014419237778105571,0.06558079725675096,6
28,-0.014542602374534077,0.06800971567366768,6
29,-0.014612213628152668,0.07043863409058437,6
30,-0.014625855038610362,0.07286755250750107,6
31,-0.014581393931149045,0.07529647092441778,6
32,-0.014476787973915134,0.07772538934133448,6
33,-0.014310091548615468,0.08015430775825118,6
34,-0.01407946195796461,0.08258322617516789,6
35,-0.013783165453720006,0.08501214459208459,6
36,-0.013419583069542369,0.08744106300900129,6
37,-0.012987216243343253,0.089869981425918,6
38,-0.012484692214319512,0.0922988998428347,6
39,-0.01191076918036128,0.09472781825975139,6
40,-0.01126434120214001,0.0971567366766681,6
41,-0.010544442840752526,0.0995856550935848,6
42,-0.00975025351646617,0.1020145735105015,6
43,-0.008881101576748353,0.10444349192741821,6
44,-0.00793646806253175,0.10687241034433491,6
45,-0.006915990162292137,0.1093013287612516,6
46,-0.005819464344383936,0.11173024717816832,6
47,-0.004646849158790619,0.11415916559508502,6
48,-0.0033982677002393487,0.11658808401200171,6
49,-0.0020740097255076426,0.11901700242891843,6
50,-0.0006745334185382242,0.12144592084583512,6
51,0.000799533202203792,0.12387483926275183,6
52,0.002347391238698517,0.12630375767966853,6
53,0.0039680702345533895,0.12873267609658523,6
54,0.0056604278652541825,0.13116159451350193,6
55,0.007423149999512436,0.13359051293041863,6
56,0.009254751132889934,0.13601943134733535,6
57,0.011153575193912784,0.13844834976425205,6
58,0.013117796722076224,0.14087726818116875,6
59,0.015145422416250581,0.14330618659808544,6
60,0.017234293051063894,0.14573510501500214,6
61,0.019382085758094195,0.14816402343191884,6
62,0.02158631666774041,0.15059294184883557,6
63,0.023844343906861416,0.15302186026575226,6
64,0.026153370946474172,0.15545077868266896,6
65,0.028510450292934666,0.15787969709958566,6
66,0.030912487515306147,0.16030861551650236,6
67,0.03335624560084101,0.16273753393341908,6
68,0.03583834962973932,0.16516645235033578,6
69,0.03835529175969382,0.16759537076725248,6
70,0.040903436510003006,0.17002428918416918,6
71,0.04347902633439514,0.17245320760108587,6
72,0.04607818747110599,0.17488212601800257,6
73,0.04869693605812473,0.1773110444349193,6
74,0.05133118450099676,0.179739962851836,6
75,0.053976748080042616,0.1821688812687527,6
76,0.05662935178335501,0.1845977996856694,6
77,0.059284637351498325,0.1870267181025861,6
78,0.061938170519419085,0.18945563651950278,6
79,0.06458544844069448,0.1918845549364195,6
80,0.06722190727892112,0.1943134733533362,6
81,0.06984292995073982,0.1967423917702529,6
82,0.07244385400473684,0.1991713101871696,6
83,0.07501997962025758,0.2016002286040863,6
84,0.07756657770995656,0.204029147021003,6
85,0.08007889810981973,0.20645806543791972,6
86,0.08255217784025634,0.20888698385483642,6
87,0.08498164942180685,0.21131590227175312,6
88,0.08736254922902646,0.21374482068866982,6
89,0.08969012586607546,0.21617373910558652,6
90,0.09195964854763579,0.2186026575225032,6
91,0.09416641546888836,0.22103157593941994,6
92,0.09630576214836366,0.22346049435633664,6
93,0.09837306972769241,0.22588941277325333,6
94,0.10036377321250863,0.22831833119017003,6
95,0.10227336963890014,0.23074724960708673,6
96,0.10409742615021464,0.23317616802400343,6
97,0.10583158796921693,0.23560508644092015,6
98,0.10747158625097586,0.23803400485783685,6
99,0.10901324580224737,0.24046292327475355,6
100,0.11045249265347631,0.24289184169167025,6
101,0.11178536146995063,0.24532076010858694,6
102,0.11300800278918206,0.24774967852550367,6
103,0.11411669007189822,0.25017859694242034,6
104,0.1151078265546708,0.25260751535933706,6
105,0.11597795189265596,0.2550364337762538,6
106,0.11672374858142162,0.25746535219317046,6
107,0.11734204814744888,0.2598942706100872,6
108,0.11782983709743193,0.26232318902700386,6
109,0.11818426261703739,0.2647521074439206,6
110,0.11840263801046284,0.26718102586083725,6
111,0.11848244787265497,0.269609944277754,6
112,0.11842135298665175,0.2720388626946707,6
113,0.11821719493924521,0.27446778111158737,6
114,0.11786800044859304,0.2768966995285041,6
115,0.11737198539819432,0.27932561794542077,6
116,0.1167275585722063,0.2817545363623375,6
117,0.11593332508765625,0.2841834547792542,6
118,0.1149880895198208,0.2866123731961709,6
119,0.11389085871759953,0.2890412916130876,6
120,0.11264084430631556,0.2914702100300043,6
121,0.11123746487604895,0.293899128446921,6
122,0.10968034785413798,0.2963280468638377,6
123,0.10796933106110844,0.2987569652807544,6
124,0.10610446394988443,0.30118588369767113,6
125,0.10408600852865926,0.3036148021145878,6
126,0.10191443996840927,0.3060437205315045,6
127,0.09959044689654192,0.3084726389484212,6
128,0.09711493137870457,0.3109015573653379,6
129,0.0944890085912993,0.31333047578225465,6
130,0.09171400618772768,0.3157593941991713,6
131,0.08879146336187296,0.31818831261608804,6
132,0.08572312961278426,0.3206172310330047,6
133,0.08251096321495219,0.32304614944992144,6
134,0.07915712939899962,0.32547506786683816,6
135,0.07566399824799035,0.32790398628375483,6
136,0.07203414231494028,0.33033290470067156,6
137,0.0682703339674698,0.33276182311758823,6
138,0.06437554246586763,0.33519074153450495,6
139,0.06035293078113846,0.3376196599514216,6
140,0.056205852159897186,0.34004857836833835,6
141,0.05193784644325324,0.3424774967852551,6
142,0.04755263614703412,0.34490641520217175,6
143,0.04305412231096546,0.34733533361908847,6
144,0.03844638012457775,0.34976425203600514,6
145,0.03373365433781565,0.35219317045292187,6
146,0.028920354464485147,0.3546220888698386,6
147,0.02401104978677494,0.35705100728675526,6
148,0.019010464169227154,0.359479925703672,6
149,0.013923470690662994,0.36190884412058866,6
150,0.008755086102521509,0.3643377625375054,6
151,0.003510465122298253,0.36676668095442205,6
152,-0.0018051054293546714,0.3691955993713388,6
153,-0.007186212639190479,0.3716245177882555,6
154,-0.012627323650919545,0.3740534362051722,6
155,-0.018122791945157958,0.3764823546220889,6
156,-0.02366686374112742,0.37891127303900557,6
157,-0.029253684511551546,0.3813401914559223,6
158,-0.0348773056022508,0.383769109872839,6
159,-0.04053169094799196,0.3861980282897557,6
160,-0.046210723876217386,0.3886269467066724,6
161,-0.051908213990459105,0.3910558651235891,6
162,-0.0576179041251801,0.3934847835405058,6
163,-0.06333347736408682,0.39591370195742254,6
164,-0.06904856411395133,0.3983426203743392,6
165,-0.07475674922612205,0.40077153879125593,6
166,-0.08045157915811756,0.4032004572081726,6
167,-0.08612656916773005,0.40562937562508933,6
168,-0.09177521053227537,0.408058294042006,6
169,-0.09739097778577478,0.4104872124589227,6
170,-0.10296733596695516,0.41291613087583945,6
171,-0.10849774787116498,0.4153450492927561,6
172,-0.1139756812994199,0.41777396770967284,6
173,-0.11939461629794856,0.4202028861265895,6
174,-0.1247480523817862,0.42263180454350624,6
175,-0.13002951573608032,0.42506072296042297,6
176,-0.1352325663889517,0.42748964137733964,6
177,-0.14035080534989042,0.42991855979425636,6
178,-0.14537788170780422,0.43234747821117303,6
179,-0.15030749968299234,0.43477639662808976,6
180,-0.15513342562743943,0.4372053150450064,6
181,-0.15984949496796708,0.43963423346192315,6
182,-0.1644496190869028,0.4420631518788399,6
183,-0.16892779213504358,0.44449207029575655,6
184,-0.1732780977718205,0.4469209887126733,6
185,-0.17749471582766074,0.44934990712958994,6
186,-0.1815719288836658,0.45177882554650667,6
187,-0.1855041287638096,0.4542077439634234,6
188,-0.1892858229349596,0.45663666238034006,6
189,-0.19291164081009762,0.4590655807972568,6
190,-0.1963763399502072,0.46149449921417346,6
191,-0.19967481216036656,0.4639234176310902,6
192,-0.20280208947561726,0.46635233604800685,6
193,-0.2057533500323106,0.4687812544649236,6
194,-0.2085239238206026,0.4712101728818403,6
195,-0.21110929831385933,0.473639091298757,6
196,-0.21350512397081858,0.4760680097156737,6
197,-0.21570721960626227,0.47849692813259037,6
198,-0.21771157762614474,0.4809258465495071,6
199,-0.2195143691230347,0.4833547649664238,6
200,-0.22111194882778912,0.4857836833833405,6
201,-0.22250085991341967,0.4882126018002572,6
202,-0.22367783864710455,0.4906415202171739,6
203,-0.22463981888628215,0.4930704386340906,6
204,-0.22538393641489374,0.49549935705100734,6
205,-0.22590753311568723,0.497928275467924,6
206,-0.2262081609746374,0.5003571938848407,6
207,-0.22628358591352796,0.5027861123017574,6
208,-0.2261317914466654,0.5052150307186741,6
209,-0.22575098215782238,0.5076439491355909,6
210,-0.22513958699348546,0.5100728675525076,6
211,-0.2242962623684141,0.5125017859694242,6
212,-0.22321989507971127,0.5149307043863409,6
213,-0.22190960502547363,0.5173596228032576,6
214,-0.22036474772417025,0.5197885412201744,6
215,-0.21858491663099835,0.522217459637091,6
216,-0.21656994524739173,0.5246463780540077,6
217,-0.21431990901998096,0.5270752964709244,6
218,-0.2118351270253668,0.5295042148878412,6
219,-0.20911616343704148,0.5319331333047579,6
220,-0.20616382877097442,0.5343620517216745,6
221,-0.20297918090638656,0.5367909701385912,6
222,-0.1995635258783163,0.539219888555508,6
223,-0.1959184184387456,0.5416488069724247,6
224,-0.19204566238307705,0.5440777253893414,6
225,-0.18794731063892492,0.546506643806258,6
226,-0.18362566511429054,0.5489355622231747,6
227,-0.1790832763023353,0.5513644806400915,6
228,-0.17432294264009754,0.5537933990570082,6
229,-0.1693477096186929,0.5562223174739249,6
230,-0.16416086864266585,0.5586512358908415,6
231,-0.1587659556363848,0.5610801543077583,6
232,-0.15316674939554425,0.563509072724675,6
233,-0.14736726968204172,0.5659379911415917,6
234,-0.14137177506073914,0.5683669095585084,6
235,-0.13518476047682132,0.570795827975425,6
236,-0.12881095457272082,0.5732247463923418,6
237,-0.12225531674383507,0.5756536648092585,6
238,-0.11552303393250991,0.5780825832261752,6
239,-0.10861951716005545,0.580511501643092,6
240,-0.1015503977968407,0.5829404200600086,6
241,-0.09432152357079573,0.5853693384769253,6
242,-0.08693895431498902,0.587798256893842,6
243,-0.07940895745522054,0.5902271753107587,6
244,-0.07173800323893112,0.5926560937276754,6
245,-0.06393275970704235,0.5950850121445921,6
246,-0.056000087410689556,0.5975139305615088,6
247,-0.0479470338751353,0.5999428489784255,6
248,-0.0397808278135695,0.6023717673953423,6
249,-0.03150887309375347,0.6048006858122589,6
250,-0.023138742460943554,0.6072296042291756,6
251,-0.01467817102084035,0.6096585226460923,6
252,-0.00613504948665386,0.612087441063009,6
253,0.0024825828051612264,0.6145163594799258,6
254,0.011166545105654485,0.6169452778968424,6
255,0.019908522685355035,0.6193741963137591,6
256,0.028700074481795523,0.6218031147306758,6
257,0.03753264095664505,0.6242320331475926,6
258,0.04639755215597926,0.6266609515645093,6
259,0.05528603596697441,0.6290898699814259,6
260,0.06418922656388217,0.6315187883983426,6
261,0.07309817303576614,0.6339477068152594,6
262,0.08200384818814599,0.6363766252321761,6
263,0.09089715751036337,0.6388055436490928,6
264,0.09976894830004342,0.6412344620660094,6
265,0.10861001893580706,0.6436633804829262,6
266,0.11741112828898072,0.6460922988998429,6
267,0.1261630052647259,0.6485212173167596,6
268,0.1348563584627666,0.6509501357336763,6
269,0.14348188594752134,0.6533790541505929,6
270,0.15203028511719688,0.6558079725675097,6
271,0.16049226266113154,0.6582368909844264,6
272,0.1688585445943957,0.6606658094013431,6
273,0.17711988635842704,0.6630947278182597,6
274,0.18526708297625358,0.6655236462351765,6
275,0.19329097925061994,0.6679525646520932,6
276,0.20118247999316793,0.6703814830690099,6
277,0.20893256027262366,0.6728104014859266,6
278,0.2165322756697746,0.6752393199028432,6
279,0.22397277252691009,0.67766823831976,6
280,0.23124529817922929,0.6800971567366767,6
281,0.2383412111556554,0.6825260751535934,6
282,0.24525199133638753,0.6849549935705102,6
283,0.2519692500544593,0.6873839119874268,6
284,0.25848474012853834,0.6898128304043435,6
285,0.264790365814155,0.6922417488212602,6
286,0.270878192660573,0.6946706672381769,6
287,0.27674045726051094,0.6970995856550937,6
288,0.28236957687995995,0.6995285040720103,6
289,0.28775815895541745,0.701957422488927,6
290,0.29289901044592953,0.7043863409058437,6
291,0.29778514702742015,0.7068152593227605,6
292,0.302409802116937,0.7092441777396772,6
293,0.3067664357145601,0.7116730961565938,6
294,0.31084874305087473,0.7141020145735105,6
295,0.3146506630281541,0.7165309329904272,6
296,0.31816638644349887,0.718959851407344,6
297,0.32139036398248405,0.7213887698242607,6
298,0.32431731397210306,0.7238176882411773,6
299,0.3269422298819774,0.726246606658094,6
300,0.32926038756317777,0.7286755250750108,6
301,0.3312673522142636,0.7311044434919275,6
302,0.33295898506438854,0.7335333619088441,6
303,0.33433144976380746,0.7359622803257608,6
304,0.33538121847228874,0.7383911987426776,6
305,0.3361050776364186,0.7408201171595943,6
306,0.3365001334471278,0.743249035576511,6
307,0.3365638169691202,0.7456779539934276,6
